path	bytes	kind	sha256	symlink_target	retention_class	reason_code	reason
Makefile	30108	file	07977bf6db5058157209ce0954757e19539a7c55c1d98846aa73836139e447fc	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
NOTICE.md	1273	file	fb2d66458e48f7c5341d1847d985c0364129ecf4d3938db67382b5395756acef	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
README.md	13880	file	dc0af6d6fbd3e21e6a8e16ba6fd8f855b8e2949a27b6afb3f7c1d51cd9a86c0a	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
SECURITY.md	1430	file	819fba2cd55207c5ed0dc3564ee230a11c2ba0d6c7c464b844b668158ce79e1b	-	keep-community	R09	Public community or security contract.
deny.toml	341	file	d4d516ffd41e0c8e3de633cc3d807b5e0b1a53ec7b5f56ad8ea95c73da0a2bf1	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
doc/DEVELOPMENT.md	21011	file	5b9883241f978d90f83c180c2d9a85d699eb5631308bf4f6c61c02a1f71ceca8	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/FILE_RETENTION_INVENTORY.tsv	0	generated	-	-	generated-audit	R11	Generated exhaustive inventory; refresh with scripts/audit_repository_files.py.
doc/FREETYPE_SUPPORT.md	30950	file	6b6b13666ef8d7dd27a4dbc9546cca45565a6fd517476cbaecf02a0201ac2305	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/INTEGRATION.md	9253	file	7d46ae1f439b3e0254899a267c2087223ee080f0c5364f436de08fe3adaf314a	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/README.md	4113	file	62f4a7b439e124c958296e875037878e75531d2fee021cad7a78617ed74c3d0c	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/RELEASING.md	5805	file	4814369e27e1a842a572acfdcf0f3534dbc8a4aa5d2c158acfecef53b7582f1c	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/ROADMAP.md	24995	file	4a294448dab697225d608726934137e64e60218d625c638c14ef398d123414cd	-	keep-active-plan	R08	Temporary readiness plan; delete it when its open-goal count reaches zero.
doc/compatibility_snapshot.json	25722	file	928ef4378c42dff9907c2d2facd1bf92fc321676ae3460e11c6c2027d9f61f0f	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
doc/runtime_parity_evidence.json	1312	file	25e0831830d9c281b4f1896a040d91edddefc599c9d8096b72275961d0e7f1e0	-	keep-documentation	R07	Durable design, debugging, testing, benchmark, fixture, or compatibility context.
examples/bench_ops.rs	10086	file	a75d7bbf4e8e679ca393d8cffd68cc0824f7198bb5e85857ce4dd75d8e016a21	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
examples/ffi_migration.rs	1806	file	3140c3cbf9182299f2ab8c98f6675dfd3d086c47177f7bf8783160a149eddda8	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
examples/handle_error.rs	571	file	acbe9d9f2e838bb5ca27132dde73287fa123e3a069772a2b741ae6e010fae3b1	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
examples/load_glyph.rs	1023	file	c8fdfb860d494f5d7d71e079c245b6207fe1151763c38d366cdd26a697c0af67	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
examples/render_mask.rs	773	file	12d1701b41fec042e176ba9a174e353dfa7527932b1eb876dbdc800d9f9fb5c0	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
examples/trace_glyph.rs	12899	file	2ec07bf5345b79b9c4031ac1167295db99aa6ab8bb70f02d19dd2e5e60d0f958	-	keep-developer-tool	R06	Maintained benchmark or executable diagnostic/example.
fontdone-c-abi/API_SUPPORT.md	30950	file	6b6b13666ef8d7dd27a4dbc9546cca45565a6fd517476cbaecf02a0201ac2305	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/Cargo.toml	1890	file	6a8941694b04b854496eb072b799faa21b968af55a63e6e03a76f659d545c8b9	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/FTL.TXT	6743	file	5a5ee54c5001bbad1cdc1a57cc3dd4c42199b2da09d39c7ee41fab002d02967f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/LICENSE	6743	file	5a5ee54c5001bbad1cdc1a57cc3dd4c42199b2da09d39c7ee41fab002d02967f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/NOTICE.md	1273	file	fb2d66458e48f7c5341d1847d985c0364129ecf4d3938db67382b5395756acef	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/README.md	9944	file	7a1ef1dc3d3d2712bc6923c6f3cb49d4aadef40619f42a3d873fb8631918680a	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/build.rs	467	file	c3729370427b4cba3ec3bd6df4bfc877615ecd43fafd4a0c5df97e67f486824f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/examples/optional_feature_probe.rs	27911	file	9e8cc3b15c1200f94216070e98afb4e6fdf250fe472977048af211c085f0cb90	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/examples/render_glyph.c	3420	file	42197b944cebe3c34782876b67d4a55cbdef2b84218bdeebc064d6cd27fd5035	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/fontdone2.pc	277	file	b29260d083c33b3e584d50685a3efab914861ee3197d9b4f75c165f4a5f5ecb6	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/fontdone_ffi.h	51062	file	b27601c5e0ef82efe09450a3ccf3b10e8a3a4eec4af6820d60a26d98915a680c	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/fontdone_macros.h	83410	file	d23ac8f4977124dc6b95fd6554cbb5381550f1f6bcfa3450ff96aed76c87dcc6	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/freetype.h	172	file	44f0737e85a5dce13271742dba7d8ff348f1f667d597e9207c54b22ae54d614f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftadvanc.h	172	file	6cab592a8e8cbf2a2521e6f84c7cf886f5e85b2dfcd2815d01ecdd709a979aeb	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftbbox.h	168	file	12cfbf9da66992d811a27e0c2a3979bccd3a68c75d09e385639d935c0b37a340	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftbdf.h	166	file	082c682e2ed4b0fc188a285d42b1df512c8403458ed467b19111fd1c8d31e91f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftbitmap.h	172	file	5e18968209f19d5b6d1744d207c5541b021b5c9313a7df7ec27a5c1e5e097bcb	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftbzip2.h	170	file	e808e22159c441b3a1f0a8fa50c4e0ef7db70454d755ca9e52fdefb0594aab94	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftcache.h	170	file	d50721588b006e584ada36d50f58f973f86a84fdd9cb526d442332253f0ed75b	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftchapters.h	176	file	f1cfd5198eddd1d5521b72d664b3a8ea425750134f7cb6de357685e8934b4ad2	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftcid.h	166	file	df852bcf6caf93704c0b3212f3375b12280bfdc93bc0bc1a0f988d03d0da6dd5	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftcolor.h	170	file	aafb4e7e7197562248c8684aae001e5f8a9ee80007199e0b39a0dd2b7c9652a5	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftdriver.h	172	file	4a8960b32f9f635d814d862b08fcc866c50a496e50d2a4baa1d9b99b5ad5d2c0	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/fterrdef.h	172	file	562abbfa93802307c5679e8e492c24a5185c1afe4286a2461d98247973ee5aed	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/fterrors.h	172	file	eed8047d35ee67953d2003decda042e3a3a4414f0f6bfa32cc77fd2b80e2dc04	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftfntfmt.h	172	file	37a26e8306e1a3453ae88d5d7ee2c4024149bb358aef6256cdda0d0b468e6a0f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftgasp.h	168	file	14e0b6f0c949ad9f6c224993ce100b3f4e6d9dc0da23a6b26ba895155cce068c	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftglyph.h	170	file	f6fdab474a95bbf9ba7aac4f7deb3215440061676b902f64d731a28e5eabaab1	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftgxval.h	170	file	cfe2a7ef9e833bd9cba720723e3e97a640952a54b78e0621ddae17735241a847	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftgzip.h	168	file	de68a391d556b6b6e87999d1b8f8592b21bbac9f005c335f5876be97e186b4f4	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftimage.h	170	file	eb6ac375080ecea08e2181593bfd3bddda7e1f4d1009aedb40d83bced67ab014	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftincrem.h	172	file	fb0c890be58e6f74233f9f8d3ccf31936fb4d3761caf50539b30c58530b46b1a	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftlcdfil.h	172	file	ca8e7e0a73617775f7790955c3ed65e495dbf97e15db22f593c03356039cd318	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftlist.h	168	file	1510ed3ef780488988d93561e9a284128c6ac1865c0cb93d67b63b4145425287	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftlogging.h	174	file	29e1df20fe2f05c04a23fd606517291a38bda58276f1e589b413a97beb4a1241	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftlzw.h	166	file	e3d98600d2c3a9a159b2bdf7267c98eca999c65326f7fd025a2e0f3864eef15d	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftmac.h	166	file	87d66cf915123208f88a5f9992d3d700f506ccd5c0085e277787c265e7512300	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftmm.h	164	file	9a349c70b0cdb1156ecd138dc6f9b3bfb0780f66df630e987396a066309d4c8f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftmodapi.h	172	file	0f80e347cfc1ccbb9e74de1e67f050b0b02fd1ec897056e78fc6d6e6f920ce47	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftmoderr.h	172	file	181c0d30cad38ebdcdfa3522f2b907168166884bd861fb829036f2f677351886	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftotval.h	170	file	e566371e98e314aa86895db7d2ceabfa7151a41b2fbe3675be405331df19fd46	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftoutln.h	170	file	2a812ee0f15edce8965cdc780de0f08c7b4b8db56f511b59933a050e0149fece	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftparams.h	172	file	87847b7bdbff385f9ee9c005a0abbed1270a8a3999d97b1e6e7a298e384e76eb	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftpfr.h	166	file	767eb59db9a357bd3126869c760c8426a0b36316800f21345dccbbdb31a4f398	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftrender.h	172	file	0542cd728dc7b66224f0b8d80b0867189f11b8febc42f9617eb9155cc1c80127	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftsizes.h	170	file	27e08968ce903118fb9cd916edc629e1533e5606eea14eb43c49505735a59788	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftsnames.h	172	file	7306b1106a651536e71e9ca54c14baf82dca2ffd733523c27cbf6cd4d5c8ffb1	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftstroke.h	172	file	c88dca525255e975fca5208bc428308c0506def9518396e0c1f659838825e169	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftsynth.h	170	file	8fa0c1c9f8d1558c41e4f5df0112fe0d22c79d8a3ac48dd61844a45339d88691	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftsystem.h	172	file	3e7a7e27d121a15a82beb6348f6ccb8e1657a757eb631e6fb63cf0c15e44f0f5	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/fttrigon.h	172	file	50949bbf3bd0265a0a2c4daf43a562fd7b993ec2d8496eeaf2014926f4df4cbe	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/fttypes.h	170	file	cd326e7f5cb1cf74c72630ea9d1998aec3ca9f97f3ca31d0b26b51ece608ddf8	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ftwinfnt.h	172	file	62eb1cc356289aad7a53a59c20c0f37c91d9fb07adc03e4cb25c5e4594110868	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/otsvg.h	166	file	06927c06caa67e5e039b57251419dd539eda4fcfa617c444d48bbcf414fcf34c	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/t1tables.h	172	file	ebedeb1e7af6193d15de6e1e563b76d752cbc159eb9d4b1e867c9f24951cc4f6	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/ttnameid.h	172	file	4e4ef18e2e50585c1949be746c408ef9e4bf2e969a4da58d8bbdcc02705f79e3	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/tttables.h	172	file	7b6d2097c223508906a9feef627b0b85386be1c34c9d8a1da326f9048df6ff5e	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/freetype/tttags.h	168	file	c3c302456380fc2092dc5f903ad24ee53cdfa36a2b1c661e684fcd4e3087bcfa	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/include/ft2build.h	3481	file	3a65238d1e7bfe1ec6e50ec068218c96497526a1cbc56b02331c839d0ce15df9	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/src/implementation.rs	441983	file	6c7a62e31359d7e7b934383af85cc18123c546d1d88f15c508b211aa1091cc93	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-c-abi/src/lib.rs	11269	file	d07a06fe0377d6d5e3bf761315a6d776faa9a0fe231109beede44abfba08cdc7	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/Cargo.toml	1748	file	9bfe84bc9168bd9603839c21982a6375b775741d3b1306808b9a655f3a3a23f7	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/FTL.TXT	6743	file	5a5ee54c5001bbad1cdc1a57cc3dd4c42199b2da09d39c7ee41fab002d02967f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/LICENSE	6743	file	5a5ee54c5001bbad1cdc1a57cc3dd4c42199b2da09d39c7ee41fab002d02967f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/NOTICE.md	1273	file	fb2d66458e48f7c5341d1847d985c0364129ecf4d3938db67382b5395756acef	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/README.md	7338	file	be30f3e6d44993d79d636695b6716055b9a0eb7d15da6a2a47de909112c81d6a	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/abi.json	139790	file	2b0f7f83780afbd439b732c920ef619c7058b89f063e899e34e2ed28a4961cad	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/examples/check_exports.mjs	1231	file	3f83c636cbb9951915246cb8f93e8f67b055b6f790858ef4c98347a043a64365	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/examples/node.mjs	3541	file	f10b0fccf090488379df225f0d7eb0e809329c02033ff9daecc4a469cba1976c	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/fontdone_wasm.d.ts	1248	file	fbef857b1b33f3185e0a45d81a581e0a5208b5f067dde200ebebe0ab4c62b331	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/src/implementation.rs	295681	file	2da2c29b94f4e6750bd246a73719e4216ed8460aea352d8875779a5020cb713f	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
fontdone-wasm/src/lib.rs	13218	file	76956c0190c4473d39fed2ddb5627238a2457a5f5a7783c7eef2f8bcc2ffecbf	-	keep-verification-facade	R02	Maintained ABI verification facade and workspace gate.
requirements-font-generation.txt	127	file	138e6ff04e827a0c8f2ac9f1ad40d46ebe02554f8ba8dce1e5c513007529dd1f	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
rust-toolchain.toml	66	file	4d0674575b116a100c7d0ad754308dc6dea178b4808c760afc43136db967c7a6	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
rustfmt.toml	453	file	74ac84621f9feff709eaf99e80251d4228a1b6c777c554a828c09e7acae25f1c	-	keep-root-contract	R02	Root build, package, license, release, agent, or project contract.
scripts/audit_api_abi.py	128041	file	0a32b8067789d3a0fb68850e5d2532d7bc18701385dc0ad535c16f0a06d7e500	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/audit_repository_files.py	9290	file	0c1cf2c5521ad12eb1150121b5626f29849827223f3bd7f22cb33ed6f24598ab	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/bench_freetype.py	81265	file	0fdd8b264a167418858bab84a88f217188f514eea292efe6b3d28d3747e49f80	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/bench_ft_ops.c	11861	file	ae49f9ccc35df5eb7c79add7359138b7ae1313e3efdb34f6c88f59a93d9ddfef	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/build_compressed_fixtures.py	5384	file	3a5a143888ee4fd5e778fb2072dce2e7874e7801d59eb1aed9af218fd8d41f6b	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/build_external_c_oracle.py	41181	file	1729c021c3566dc8f965732ca1b1cad66e0e51dd31d8517b0165f10d4c3c1f39	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/build_ft.sh	1458	file	f691270848ea01aaf108cd65b9a01536b149bf6d3805a42afd2579e5eb615823	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/build_unified_oracle.py	13148	file	b19d5861bd9b4584179f311d70fa6ab11f958505a037cbb0e8db795be8db9a86	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/check_c_exports.py	6393	file	58039eadf1ca8586f87bd34a0edae1ca16c847bfc70d34760165eb4593fffd79	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/check_documentation.py	39149	file	392649b5d88557f8bfa9d86ba143f3b2a14d2bf729fffecc139065f5d5b60874	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/check_public_api_inputs.py	451218	file	b79aae030c3502c054696448c59896580e93043bf50d6b53864e456b3c3dedf7	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/check_rustdoc_contracts.py	7273	file	509bad55e91bbf3671c1980cad84a1d1757b423b51dbdb5cac2cdcdf4a616898	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/extract_blues.py	9319	file	688e6a765d9f18b0a1d67d2808a47a8feb907b856daa436ce618d6fb8f55884d	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/fetch_ft.sh	1556	file	a27cbac1dffdd0e8166ba74e86cd84f8521d46f75401c9d78f9e6ec1c7061cda	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/README.md	9691	file	33809e1797bf2b0ae5071e9415fb840406a12ed8b25ab37444bbbdb00d2f19e8	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_autohint_script_fixtures.py	86614	file	c1d2f4bf9e21a9df82e5cc63ce490c7ce7968f2f3734fdf68b37d8c33f1c75ce	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_cff_fixtures.py	32682	file	7bb3e254ca8a1bd6c38dd287c6fb73099253b2d4f4cd872ff9c73cae9e1a4724	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_cmap_fixtures.py	14008	file	3ef2cf0b09231957346ead0b05d90816dafbc3cf9ea5e5db17858bd10a048743	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_cpal_palette_fixtures.py	27019	file	cfa4f76822bd116fd1745530e7cdb1a32dfa95bc0572d88fe5277d67650a6eb9	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_ftmm_future_variable_fixtures.py	1784	file	5a6a559aa0050f7303b4d5c1dcb50d2450da877a99b40f37fec515cec979444a	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_fvar_fixtures.py	10487	file	5fae245c72d7f154259361eb8409eff6f3dc82212a9ea8f9a4a8bb9925ceea39	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_gasp_fixtures.py	5062	file	f817ca3390dfe51e29335cd84c37a8cecbff5a2119ee5445c0672a8751ed50e2	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_gxvalid_fixtures.py	3341	file	f30470ccf2812e6319d894809dc42f563f919f9d7df95414c42c0548ee7bcc15	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_hinter_edge_fixtures.py	19376	file	81312be89fd0f4fd69c32727d155dbcedab63eb42f5396695a0d93dd3c6b193d	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_metric_fixtures.py	3452	file	c12b79cfc60be6b9589a1113ae673513ab252084900d68a59128c677ac0e3b81	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_mvar_fixtures.py	2804	file	317451c14c1628576bdfb90ede70fb2cdaf58c4aa58190801f3e76c4cc2d868e	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_name_fixtures.py	30752	file	b4a0ef92f3ddc8761c7ca4a513097801bdc1378a75774a20be3175e0cd15e9be	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_pcf_fixtures.py	4520	file	ab03b3cc44304d134f000eeb691b7ad828bd3658b833c7dd79698eb8a24b79af	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_pfr_fixtures.py	3401	file	1faa4172d86335ddbf7c987bc9cea957c18f725e69eb9c244d95291e816aba02	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_post_fixtures.py	6238	file	29272c3ce1dd9f2bddeab5e7ec7a545d286ca7db5d7788df388de6a4d90742f2	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
scripts/font_generation/build_render_fixtures.py	11201	file	6d2dd4ac0072ed06217a21a6bea5173cb88e5ceabf7b636a2d1afef4c3e4b1ff	-	keep-tooling	R06	Maintained oracle, audit, benchmark, or deterministic generation tooling.
